Title,Address,Description,Price,Date added,Seller,Url
1 bedroom flat for sale,"Parnie Street, Flat 3/1, Trongate, Glasgow, G1 5LU","HD Video Available. A beautiful, upgraded full-sized one bedroom tenement apartment which offers bright, comfortable accommodation within an impressive red sandstone tenement which is located within the buzzing city centre district of Trongate. Regarded as one of the main arts and cult...","£129,000",Added on 25/05/2021,"Clyde Property, Westend",www.rightmove.co.uk/properties/108641039
2 bedroom apartment for sale,"Harvie Street Kinning Park,, Glasgow, G51","This two-bedroom first-floor flat is set in an impressive traditional tenement in popular Kinning Park. Immaculately decorated with beautiful interiors and high-quality finishes throughout, paired with all the impressive period charm you’d expect from a home of this kind, and within good pr...","£129,000",Added yesterday,"Cecchini Property, Powered by Keller Williams, covering South Ayrshire",www.rightmove.co.uk/properties/108641039
1 bedroom flat for sale,"Bellwood Street, Flat 1/2, Shawlands, Glasgow, G41 3ES","A superb development opportunity in the form of this traditional full one bedroom apartment located in one of Shawlands finest addresses with an open outlook rear. Located on the first floor of this handsome traditional red sandstone building, the accommodation requires refurbishment and features...","£129,000",Added on 28/06/2021,"Clyde Property, Shawlands",www.rightmove.co.uk/properties/108232832
1 bedroom flat for sale,"1/5 2 Kelvindale Court, Kelvindale, G12 0HA","A fabulous one bedroom first floor flat, with exclusive use of an allocated parking space, located in the highly desirable Kelvindale district.","£129,000",Added on 29/06/2021,"Corum, West End",www.rightmove.co.uk/properties/108232832
2 bedroom ground floor flat for sale,Flat 0/2 5 Temple Gardens Anniesland Glasgow G13 1JJ,"This lovely bright Ground Floor flat is just a stone's throw from superb amenities. There is a security door entry system which allows controlled access into the building. The close is very clean and well maintained and has a secure back door which leads to the gardens, and there are stairs to ...","£129,000",Added on 16/06/2021,"Ruthven Keenan Pollock & Co, Milngavie",www.rightmove.co.uk/properties/109518332
1 bedroom apartment for sale,"Clyde Street, Glasgow",A fabulous 1 bedroom elevated ground floor apartment set on the riverbank of the Clyde on the edge of the Merchant City. This luxury apartment is perfectly situated to enjoy everything the city has to offer with the added benefit of a sought after secure allocated parking space within a gated ca...,"£129,000",Added on 25/02/2021,"1-4-Sale, Glasgow",www.rightmove.co.uk/properties/109518332
1 bedroom flat for sale,"Braeside Street, Flat 0/1, North Kelvinside , Glasgow, G20 6QT","HD Video Available. Held within a traditional red sandstone tenement building, in the North Kelvinside area of Glasgow's West End, lies this full sized one-bedroom tenement flat. This property is ideally positioned for a host of local convenience shops and also for the wide range of sh...","£129,000",Added on 25/06/2021,"Clyde Property, Westend",www.rightmove.co.uk/properties/108421682
1 bedroom apartment for sale,"Mitchell Street, Glasgow City Centre","This turn-key and compact one-bedroom property in Vienna Apartments, Mitchell Street is located in the heart of the city centre and well placed for immediate access to many of Glasgow’s amenities and great transport links. The development was completed circa 10 years ago and overlooks Macki...","£128,000",Reduced on 29/06/2021,"Rettie & Co, Glasgow",www.rightmove.co.uk/properties/108421682
3 bedroom terraced house for sale,"Shieldhall Road, Glasgow","AMAZING RESULTS!™ are delighted to present this beautifully presented three bedroom mid terraced villa situated in the Govan area of Glasgow and close to the M8 Motorway and also the Queen Elizabeth Hospital. The property on offer comprises welcoming bright lounge, contemporary modern fi...","£128,000",Added yesterday,"AMAZING RESULTS! Estate Agents Scotland, Edinburgh",www.rightmove.co.uk/properties/109778492
1 bedroom flat for sale,"3/2 6 Clarendon Street, GLASGOW, G20 7QD","Extensively improved both internally and externally to a high standard and specification, this versatile TOP FLOOR FLAT is in ""turnkey"" condition with all main apartments to the front of the refurbished building. Internal inspection will not disappoint. Recently decorated in neutral tones with n...","£127,500",Reduced on 30/06/2021,"MSM, Glasgow",www.rightmove.co.uk/properties/109778492
2 bedroom flat for sale,"Sussex Street, Glasgow","Stunning ground floor flat, located within this sought after modern development within Kinning Park.","£127,000",Added on 05/12/2020,"Yopa, Scotland",www.rightmove.co.uk/properties/109617308
2 bedroom flat for sale,"1/2, 209 Kirkton Avenue, Knightswood, Glasgow, G13 3AF",Beautifully presented modern two bedroom first floor flat in a popular position sitting amidst landscaped grounds incorporating residents parking and with excellent amenities close by. ,"£127,000",Reduced today,"Pacitti Jones, Glasgow",www.rightmove.co.uk/properties/109617308
1 bedroom apartment for sale,"Walton Street, Glasgow","*CLOSING TUESDAY 6/07/2021 @12PM * A one bedroomed tenement flat with dining sized kitchen situated in the heart of Shawlands. Positioned on the second floor, this flat offers excellent potential with it enjoying a range of period features. This red sandstone building i...","£125,000",Added on 25/06/2021,"Rettie & Co, Shawlands",www.rightmove.co.uk/properties/109673423
2 bedroom apartment for sale,"Meadowpark Street, Dennistoun",A modern 2 bedroom first floor flat set in a popular residential locale close to a range of amenities and excellent transport links. The flat does require some modernisation but the size and scope of the flat will appeal to a wide range of potential purchasers. ,"£125,000",Added on 14/06/2021,"1-4-Sale, Glasgow",www.rightmove.co.uk/properties/109673423
2 bedroom flat for sale,"Knightswood Road, Knightswood, Glasgow, G13","A very well presented, two bedroom ground floor apartment which forms part of a small select development known as Western Gate by Barratt Homes. Internally the property is of good proportions and offers good levels of purpose-built storage space. Decor Is neutral throughout and the acc...","£125,000",Added on 13/05/2021,"Countrywide, West End",www.rightmove.co.uk/properties/108904814
2 bedroom flat for sale,"2/1, 824, Maryhill Road, Maryhill, Glasgow, G20 7TB",Ideally situated for both City Centre and West End this canalside two bedroom second floor flat sits in a handy position with pleasant aspects to the front and rear. ,"£125,000",Added on 08/03/2021,"Pacitti Jones, Glasgow",www.rightmove.co.uk/properties/108904814
1 bedroom apartment for sale,"Esmond Street, Yorkhill, Glasgow","#CLOSING DATE TUESDAY 6TH JULY AT 10AM# This bright, comfortably proportioned and immaculately presented one bedroom occupies a preferred first floor position within an elegant red sandstone tenement building and is located in the highly popular and convenient Yorkhill area. 41 Esmond ...","£125,000",Added on 25/06/2021,"Rettie & Co, West End",www.rightmove.co.uk/properties/78313563
3 bedroom end of terrace house for sale,"Drumoyne Drive, Glasgow, Lanarkshire, G51","A impressive end terrace villa which will appeal to a broad sector of the market to include first time buyers, young couples and families alike. Situated within close proximity for easy access to the M8 and Clyde Tunnel/Clydeside Expressway, making it convenient for both commuting to Glasgow Airp...","£125,000",Added on 30/06/2021,"Slater Hogg & Howison, Shawlands, Glasgow",www.rightmove.co.uk/properties/78313563
2 bedroom flat for sale,"Alexandra Parade, Dennistoun, Glasgow, G31","Situated on the preferred 1st floor, with private residents off-street parking to the rear of this modern development, is this well presented 2 bedroom (with en-suite) apartment which is situated close to a wide range of local amenities and facilities. Accommodation comprises: Communal...","£125,000",Reduced yesterday,"Countrywide, Dennistoun",www.rightmove.co.uk/properties/109479533
1 bedroom flat for sale,"Cartvale Road, Battlefield, Glasgow","CLOSING DATE Friday 02/07/21 12 pm Rarely available and SCREAMING out for Redevelopment ( Subject to planning ) we present this Two Public, Full One Bedroom First Floor Tenement Flat. The red sandstone building is entered via a secure door entry system into a well kept tiled close. The acc...","£125,000",Added on 17/06/2021,"Westgate Estate Agents,, Glasgow",www.rightmove.co.uk/properties/73140471
1 bedroom flat for sale,"West Regent Street, De Quincey House, Glasgow City, Glasgow","Ross Sales & Lettings are delighted to offer to the market this simply gorgeous apartment that forms part of the much admired ""De Quincey House"" building West Regent Street in Glasgow's City Centre. Occupying a preferred second-floor position, within this handsome corner building in the h (cont.)","£125,000",Reduced on 16/04/2021,"Ross Sales & Lettings, Glasgow",www.rightmove.co.uk/properties/109034222
2 bedroom flat for sale,"Colston Grove, Glasgow, G64","Forming part of an established modern development built in 2003 by Strathclyde Homes Ltd, this second floor (top) flat offers stylish accommodation with an allocated parking space.","£125,000",Added on 16/06/2021,"PRP Properties, Glasgow",www.rightmove.co.uk/properties/109034222
3 bedroom terraced house for sale,"Rennie Road, Kilsyth, North Lanarkshire, G65","** PROPERTY VIDEO TOUR** Fantastic 3 bedroom terraced house with living room, kitchen, bathroom & private gardens. The property is situated in a popular location in Kilsyth & is ideal for families or first time buyers. Early viewing is highly recommended.","£125,000",Added on 27/05/2021,"Jewel Homes, Coatbridge",www.rightmove.co.uk/properties/89120569
